start_time,finish_time,experiment_item,parameter_configuration_number,parameter_configuration_file_name,stl_requirement,runaway_min_robustness_overall,runaway_max_robustness_overall,runaway_average_robustness_overall,runaway_cumulative_robustness_overall,runaway_min_robustness_feature_interaction,runaway_max_robustness_feature_interaction,runaway_average_robustness_feature_interaction,runaway_cumulative_robustness_feature_interaction,boundary_min_robustness_overall,boundary_max_robustness_overall,boundary_average_robustness_overall,boundary_cumulative_robustness_overall,boundary_min_robustness_feature_interaction,boundary_max_robustness_feature_interaction,boundary_average_robustness_feature_interaction,boundary_cumulative_robustness_feature_interaction,avg_resolution_time,avg_cycle_time,resolution_time_percentage,max_runaway_requirement_weakening_parameter,min_runaway_requirement_weakening_parameter,average_runaway_requirement_weakening_parameter,cumulative_runaway_requirement_weakening_parameter,max_boundary_requirement_weakening_parameter,min_boundary_requirement_weakening_parameter,average_boundary_requirement_weakening_parameter,cumulative_boundary_requirement_weakening_parameter,total_resolution_count,resolution_success_count,resolution_failure_count,resolution_success_percentage,runaway_activated_count,boundary_activated_count,follower_caught_ego_count,mission_waypoints_completed_count,EGO_AVOID_SPEED,EGO_BOUND_ENFORCER_SPEED,EGO_DRONE_MAX_SPEED,FOLLOWER_DRONE_MAX_SPEED,EGO_DRONE_START_LOCATION_NORTH,EGO_DRONE_START_LOCATION_EAST,RESOLVER,MAX_EGO_DRONE_CYCLE,STL_BOUNDARY_ORIGINAL_REQUIREMENT_FILE_PATH,STL_RUNAWAY_ORIGINAL_REQUIREMENT_FILE_PATH,MAIN_STL_FILE_FOR_RESOLVER,STL_BOUNDARY_REQUIREMENT_SIGNAL_LENGTH,STL_RUNAWAY_REQUIREMENT_SIGNAL_LENGTH,boundary_activation_robustness_average,boundary_activation_robustness_cumulative,boundary_activation_robustness_min,boundary_activation_robustness_max,runaway_activation_robustness_average,runaway_activation_robustness_cumulative,runaway_activation_robustness_min,runaway_activation_robustness_max
10-01-2022_15-55-11,10-01-2022_15-57-17,WEAKENING - PRIORITY - RUNAWAY,1,experiments/config/bound_run/randomized_config/config_1.ini,,-9,41,2.075376884,413,-9,-1,-3.880952381,-163,-41,13,-5.246231156,-1044,-41,-1,-19.07142857,-801,0.205666667,0.792690476,25.94539393,5.433315298,0,2.697562455,48.55612418,15.62766216,0,8.193991811,147.4918526,42,18,24,42.85714286,75,58,20,3,10,9,3,8,-5,-13,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2,-18.28571429,-1536,-41,4,0.357142857,30,-9,20
10-01-2022_17-25-48,10-01-2022_17-28-03,WEAKENING - PRIORITY - RUNAWAY,2,experiments/config/bound_run/randomized_config/config_2.ini,,-9,55,4.366834171,869,-9,-1,-3.304347826,-228,-78,15,-13.1959799,-2626,-67,-1,-19.01449275,-1312,0.28242029,0.853405797,33.09331748,6.313506921,0.544149947,3.430681034,171.5340517,18,0,7.494817215,374.7408607,69,50,19,72.46376812,43,61,22,1,7,9,4,6,20,-9,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2,-23.58064516,-2924,-78,8,0.89516129,111,-9,25
10-01-2022_02-02-30,10-01-2022_02-04-41,WEAKENING - PRIORITY - RUNAWAY,3,experiments/config/bound_run/randomized_config/config_3.ini,,-9,17,0.492462312,98,-9,-1,-3.547619048,-149,-25,19,-0.854271357,-170,-24,-1,-9.761904762,-410,0.290190476,0.882,32.90141453,6.366043695,0,2.664520607,79.93561822,17.09234784,0,6.255571482,187.6671445,42,30,12,71.42857143,53,51,29,3,8,9,6,7,-7,17,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2,-10.28235294,-874,-25,5,-0.635294118,-54,-9,8
10-01-2022_17-45-47,10-01-2022_17-47-51,WEAKENING - PRIORITY - RUNAWAY,4,experiments/config/bound_run/randomized_config/config_4.ini,,-9,44,4.974874372,990,-9,-1,-3.9,-156,-64,12,-6.964824121,-1386,-64,-1,-18.225,-729,0.20425,0.77855,26.23466701,4.600754269,0,1.292604366,29.72990042,13.52961718,0,4.318843675,99.33340453,40,23,17,57.5,43,77,17,6,14,9,9,11,0,-19,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2,-15.95145631,-1643,-64,11,0.223300971,23,-9,15
10-01-2022_17-50-07,10-01-2022_17-52-26,WEAKENING - PRIORITY - RUNAWAY,5,experiments/config/bound_run/randomized_config/config_5.ini,,-10,40,7.226130653,1438,-10,-1,-4.8,-144,-82,16,-7.653266332,-1523,-74,-1,-17.83333333,-535,0.1882,0.9429,19.9596988,4.412893707,0,1.620396133,25.92633813,12.11675081,0,1.679709438,26.87535101,30,16,14,53.33333333,40,82,14,6,14,9,11,12,-15,14,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2,-23.70886076,-1873,-82,5,2.974683544,235,-10,24
10-01-2022_16-16-35,10-01-2022_16-18-37,WEAKENING - PRIORITY - RUNAWAY,6,experiments/config/bound_run/randomized_config/config_6.ini,,-9,46,4.854271357,966,-7,-1,-3.777777778,-68,-16,19,1.336683417,266,-14,-1,-6.722222222,-121,0.273611111,0.843611111,32.43332236,4.477664763,0,1.47564105,23.61025681,8.774352111,0,1.823152722,29.17044355,18,16,2,88.88888889,50,51,24,2,13,9,3,5,-1,5,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2,-4.121212121,-136,-14,3,-1.696969697,-56,-7,6
10-01-2022_18-04-18,10-01-2022_18-06-21,WEAKENING - PRIORITY - RUNAWAY,7,experiments/config/bound_run/randomized_config/config_7.ini,,-9,39,4.512562814,898,-9,-1,-4.222222222,-114,-30,19,1.195979899,238,-25,-1,-6.666666667,-180,0.233037037,0.805888889,28.91677007,5.967774747,0,2.73406041,46.47902697,13.62352429,0,2.490034185,42.33058115,27,17,10,62.96296296,48,44,23,4,10,9,6,9,-7,-14,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2,-6.370967742,-395,-30,9,-0.016129032,-1,-9,22
10-01-2022_18-11-05,10-01-2022_18-13-05,WEAKENING - PRIORITY - RUNAWAY,8,experiments/config/bound_run/randomized_config/config_8.ini,,-9,56,4.512562814,898,-9,-1,-3.9375,-63,-27,11,0.070351759,14,-22,-1,-8.4375,-135,0.285058824,0.851411765,33.48072406,4.078277455,0,1.830207307,23.79269499,16.53291895,0,3.837716591,49.89031568,17,13,4,76.47058824,50,57,27,2,12,9,5,6,11,-18,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2,-11.2,-448,-27,8,0.55,22,-9,9
10-01-2022_18-45-07,10-01-2022_18-47-09,WEAKENING - PRIORITY - RUNAWAY,9,experiments/config/bound_run/randomized_config/config_9.ini,,-9,46,5.477386935,1090,-7,-1,-3.642857143,-51,-20,19,3.301507538,657,-15,-1,-6.642857143,-93,0.265642857,0.851714286,31.18919826,4.150135376,0,0.869608427,11.30490955,10.04300464,0,1.939646193,25.21540051,14,13,1,92.85714286,50,43,21,3,14,9,2,4,3,0,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2,-5.828571429,-204,-17,5,-0.4,-14,-7,8
10-01-2022_16-37-56,10-01-2022_16-39-59,WEAKENING - PRIORITY - RUNAWAY,10,experiments/config/bound_run/randomized_config/config_10.ini,,-10,46,7.336683417,1460,-10,-1,-4.307692308,-112,-17,19,0.537688442,107,-16,-1,-4.346153846,-113,0.220961538,0.798269231,27.68007709,4.78805599,0,1.457273227,32.06001099,8.949359151,0,0.989322158,21.76508748,26,22,4,84.61538462,23,68,17,5,14,9,8,13,-3,7,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2,-6.359375,-407,-17,2,1.875,120,-10,16
10-01-2022_02-46-08,10-01-2022_02-48-12,WEAKENING - PRIORITY - RUNAWAY,11,experiments/config/bound_run/randomized_config/config_11.ini,,-10,28,7.849246231,1562,-10,-1,-4.272727273,-94,-19,13,-1.291457286,-257,-14,-2,-5.818181818,-128,0.286318182,0.869545455,32.92733926,5.508628806,0,2.228808575,42.34736292,7.232930139,0,1.201624897,22.83087305,22,19,3,86.36363636,12,88,18,7,14,9,11,12,-16,-15,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2,-6.456140351,-368,-19,6,2.754385965,157,-10,18
10-01-2022_19-49-31,10-01-2022_19-51-34,WEAKENING - PRIORITY - RUNAWAY,12,experiments/config/bound_run/randomized_config/config_12.ini,,-9,46,5.035175879,1002,-9,-1,-4.333333333,-117,-23,17,0.587939698,117,-23,-1,-7.666666667,-207,0.226296296,0.800074074,28.28441811,5.750783536,0,2.056531358,39.0740958,13.28174207,0,3.236969535,61.50242116,27,19,8,70.37037037,41,54,21,3,12,9,6,11,13,-4,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2,-9.275862069,-538,-23,2,1.24137931,72,-9,15
10-01-2022_02-55-59,10-01-2022_02-58-13,WEAKENING - PRIORITY - RUNAWAY,13,experiments/config/bound_run/randomized_config/config_13.ini,,-9,52,2.195979899,437,-9,-1,-3.567567568,-264,-72,10,-16.90452261,-3364,-67,-1,-25.47297297,-1885,0.241121622,0.816486486,29.53161205,6.649127459,0,3.365617066,117.7965973,16.0735854,0,8.784515984,307.4580594,74,35,39,47.2972973,67,67,18,1,9,9,3,7,9,-12,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2,-27.53787879,-3635,-72,-1,-0.318181818,-42,-9,13
10-01-2022_21-16-34,10-01-2022_21-18-38,WEAKENING - PRIORITY - RUNAWAY,14,experiments/config/bound_run/randomized_config/config_14.ini,,-9,57,4.025125628,801,-9,-1,-3,-63,-18,18,2.462311558,490,-15,-1,-6.238095238,-131,0.329857143,0.899047619,36.68961864,6.023189787,0,2.465919295,51.7843052,11.75887098,0,3.457952026,72.61699254,21,21,0,100,60,44,24,2,8,9,3,4,10,-14,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2,-5.31372549,-271,-18,9,-1.568627451,-80,-9,6
10-01-2022_19-59-19,10-01-2022_20-01-20,WEAKENING - PRIORITY - RUNAWAY,15,experiments/config/bound_run/randomized_config/config_15.ini,,-9,53,4.809045226,957,-9,-1,-3.5,-35,-14,19,4.899497487,975,-12,-1,-5.4,-54,0.312727273,0.885,35.336415,5.54359263,0,2.28347656,25.11824216,10.14724048,0,2.399352971,26.39288268,11,11,0,100,61,37,28,2,8,9,2,4,4,-15,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2,-4.518518519,-122,-14,8,0.185185185,5,-9,8
-01-2022_22-14-15,10-01-2022_22-16-18,WEAKENING - PRIORITY - RUNAWAY,16,experiments/config/bound_run/randomized_config/config_16.ini,,-7,55,8.130653266,1618,-7,-1,-3.19047619,-67,-13,15,2.075376884,413,-11,-1,-4.380952381,-92,0.299761905,0.869238095,34.4855922,5.73209393,0,2.744071616,57.62550394,9.777523177,0,2.914201918,61.19824027,21,21,0,100,63,14,20,2,4,9,1,2,5,-10,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2,-4.029411765,-137,-13,2,-2.294117647,-78,-7,2
10-01-2022_21-26-24,10-01-2022_21-28-35,WEAKENING - PRIORITY - RUNAWAY,17,experiments/config/bound_run/randomized_config/config_17.ini,,-10,29,3.487437186,694,-10,-1,-3.348484848,-221,-77,13,-20.17085427,-4014,-77,-2,-32.13636364,-2121,0.210776119,0.800373134,26.33473193,5.112969883,0,2.976731626,71.44155902,17.56413089,0,6.838607673,164.1265842,67,24,43,35.82089552,73,76,19,1,10,9,4,9,11,19,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2,-31.45255474,-4309,-77,-1,3.678832117,504,-10,23
10-01-2022_22-18-14,10-01-2022_22-20-22,WEAKENING - PRIORITY - RUNAWAY,18,experiments/config/bound_run/randomized_config/config_18.ini,,-9,40,4.824120603,960,-9,-1,-3.551724138,-206,-166,19,-28.00502513,-5573,-157,-1,-53.29310345,-3091,0.183372881,0.769779661,23.82147654,4.50917692,0,1.911375067,28.670626,12.53466799,0,1.512644463,22.68966694,59,15,44,25.42372881,58,65,18,5,12,9,8,11,-5,-15,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2,-52.3125,-5859,-166,19,-0.205357143,-23,-9,16
10-01-2022_20-20-45,10-01-2022_20-22-53,WEAKENING - PRIORITY - RUNAWAY,19,experiments/config/bound_run/randomized_config/config_19.ini,,-10,39,1.376884422,274,-9,-1,-3.5625,-114,-13,18,3.914572864,779,-13,-1,-4.90625,-157,0.3339375,0.90825,36.7671346,7.336398589,0,3.280463312,101.6943627,11.33624466,0,2.901004564,89.93114149,32,31,1,96.875,76,27,17,2,6,9,2,4,0,11,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2,-2.642857143,-185,-13,10,-2.142857143,-150,-10,7
10-01-2022_22-22-19,10-01-2022_22-24-23,WEAKENING - PRIORITY - RUNAWAY,20,experiments/config/bound_run/randomized_config/config_20.ini,,-10,49,6.974874372,1388,-10,-1,-4.090909091,-90,-26,19,-0.005025126,-1,-23,-1,-11.22727273,-247,0.248409091,0.835,29.74959173,3.982575727,0,2.174686121,36.96966406,16.09772425,0,6.144453054,104.4557019,22,17,5,77.27272727,40,67,21,5,12,9,7,10,18,-12,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2,-11.31481481,-611,-26,5,2.981481481,161,-10,21
10-01-2022_22-26-20,10-01-2022_22-28-21,WEAKENING - PRIORITY - RUNAWAY,21,experiments/config/bound_run/randomized_config/config_21.ini,,-8,48,2.964824121,590,-8,-1,-3.52173913,-81,-12,15,5.331658291,1061,-12,-2,-5.652173913,-130,0.193956522,0.776,24.99439713,7.298505538,1.485612164,3.869832313,27.08882619,11.25392487,0.624202428,4.488083183,31.41658228,23,7,16,30.43478261,137,11,2,0,5,9,1,3,-5,-15,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2,5.8203125,745,-12,10,-2.4921875,-319,-8,3
