start_time,finish_time,experiment_item,parameter_configuration_number,parameter_configuration_file_name,stl_requirement,runaway_min_robustness,runaway_max_robustness,runaway_average_robustness,runaway_cumulative_robustness,boundary_min_robustness,boundary_max_robustness,boundary_average_robustness,boundary_cumulative_robustness,average_robustness_sum,avg_resolution_time,avg_cycle_time,resolution_time_percentage,max_runaway_requirement_weakening_parameter,min_runaway_requirement_weakening_parameter,average_runaway_requirement_weakening_parameter,cumulative_runaway_requirement_weakening_parameter,max_boundary_requirement_weakening_parameter,min_boundary_requirement_weakening_parameter,average_boundary_requirement_weakening_parameter,cumulative_boundary_requirement_weakening_parameter,total_resolution_count,resolution_success_count,resolution_failure_count,resolution_success_percentage,runaway_activated_count,boundary_activated_count,follower_caught_ego_count,mission_waypoints_completed_count,EGO_AVOID_SPEED,EGO_BOUND_ENFORCER_SPEED,EGO_DRONE_MAX_SPEED,FOLLOWER_DRONE_MAX_SPEED,EGO_DRONE_START_LOCATION_NORTH,EGO_DRONE_START_LOCATION_EAST,RESOLVER,MAX_EGO_DRONE_CYCLE,STL_BOUNDARY_ORIGINAL_REQUIREMENT_FILE_PATH,STL_RUNAWAY_ORIGINAL_REQUIREMENT_FILE_PATH,MAIN_STL_FILE_FOR_RESOLVER,STL_BOUNDARY_REQUIREMENT_SIGNAL_LENGTH,STL_RUNAWAY_REQUIREMENT_SIGNAL_LENGTH
09-25-2022_16-39-03,09-25-2022_16-41-09,WEAKENING - PRIORITY - RUNAWAY,1,experiments/config/bound_run/randomized_config/config_1.ini,,-8,48,3.974874372,791,-28,19,-1.814070352,-361,2.16080402,0.266972973,0.838864865,31.82550422,5.976090701,0,2.378349621,68.97213901,16.16298826,0,6.295339224,182.5648375,37,29,8,78.37837838,58,57,22,2,10,9,3,8,-5,-13,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-25-2022_16-43-50,09-25-2022_16-45-53,WEAKENING - PRIORITY - RUNAWAY,2,experiments/config/bound_run/randomized_config/config_2.ini,,-9,56,3.381909548,673,-20,17,2.24120603,446,5.623115578,0.3132,0.88204,35.50859371,6.994623962,0.431560556,3.292266538,75.72213036,15.37068308,0,3.588346282,82.5319645,25,23,2,92,63,41,24,4,7,9,4,6,20,-9,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-25-2022_17-32-09,09-25-2022_17-34-15,WEAKENING - PRIORITY - RUNAWAY,3,experiments/config/bound_run/randomized_config/config_3.ini,,-9,39,4.668341709,929,-24,16,0.804020101,160,5.472361809,0.339846154,0.913615385,37.19794561,5.473842174,0,2.907073167,66.86268283,15.83167609,0,6.376882855,146.6683057,26,23,3,88.46153846,49,51,22,4,8,9,6,7,-7,17,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-25-2022_23-31-02,09-25-2022_23-33-02,WEAKENING - PRIORITY - RUNAWAY,4,experiments/config/bound_run/randomized_config/config_4.ini,,-10,36,7.015075377,1396,-8,15,1.507537688,300,8.522613065,0.237789474,0.806315789,29.49086162,4.703328901,0,1.803871407,28.8619425,6.315332085,0,0.769744122,12.31590595,19,16,3,84.21052632,29,66,22,9,14,9,9,11,0,-19,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_11-26-49,09-27-2022_11-28-49,WEAKENING - PRIORITY - RUNAWAY,5,experiments/config/bound_run/randomized_config/config_5.ini,,-8,47,11.6080402,2310,-19,17,-0.281407035,-56,11.32663317,0.227470588,0.799529412,28.45055915,4.862700258,0,1.64272089,21.35537157,6.906282188,0,1.01461248,13.18996224,17,13,4,76.47058824,17,80,30,9,14,9,11,12,-15,14,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_12-03-40,09-27-2022_12-05-40,WEAKENING - PRIORITY - RUNAWAY,6,experiments/config/bound_run/randomized_config/config_6.ini,,-8,53,7.08040201,1409,-19,19,3.728643216,742,10.80904523,0.256642857,0.824571429,31.12439362,5.113053436,0,1.288111976,16.74545569,7.742782421,0,1.165355575,15.14962247,14,13,1,92.85714286,48,31,17,1,13,9,3,5,-1,5,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-25-2022_23-51-18,09-25-2022_23-53-29,WEAKENING - PRIORITY - RUNAWAY,7,experiments/config/bound_run/randomized_config/config_7.ini,,-9,45,3.381909548,673,-33,12,-3.879396985,-772,-0.497487437,0.269188679,0.848320755,31.73194546,6.631055498,0,2.637877821,100.2393572,14.85458595,0,3.882991083,147.5536611,53,38,15,71.69811321,36,64,14,2,10,9,6,9,-7,-14,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_12-11-57,09-27-2022_12-14-18,WEAKENING - PRIORITY - RUNAWAY,8,experiments/config/bound_run/randomized_config/config_8.ini,,-9,62,7.899497487,1572,-12,18,4.050251256,806,11.94974874,0.281,0.8489,33.10166097,4.650777216,0,1.555150158,13.99635143,6.41669449,0,1.415078838,12.73570954,10,9,1,90,46,41,13,5,12,9,5,6,11,-18,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_12-17-28,09-27-2022_12-19-28,WEAKENING - PRIORITY - RUNAWAY,9,experiments/config/bound_run/randomized_config/config_9.ini,,-7,61,9.135678392,1818,-21,17,2.271356784,452,11.40703518,0.314153846,0.887538462,35.39608251,4.576083784,0,1.231922697,16.01499506,10.60230276,0,2.885135068,37.50675588,13,13,0,100,43,35,29,1,14,9,2,4,3,0,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_12-22-19,09-27-2022_12-24-20,WEAKENING - PRIORITY - RUNAWAY,0,experiments/config/bound_run/randomized_config/config_10.ini,,-9,35,9.844221106,1959,-25,17,-0.412060302,-82,9.432160804,0.228913043,0.804173913,28.46561419,4.632522459,0,1.610143371,24.15215057,8.137560733,0,1.424882049,21.37323074,23,15,8,65.2173913,22,70,32,8,14,9,8,13,-3,7,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_12-27-41,09-27-2022_12-29-42,WEAKENING - PRIORITY - RUNAWAY,1,experiments/config/bound_run/randomized_config/config_11.ini,,-7,45,9.708542714,1932,-52,15,-1.150753769,-229,8.557788945,0.207652174,0.798217391,26.01448881,4.486147657,0,1.142028799,12.56231679,8.86255155,0,2.527823006,27.80605307,23,11,12,47.82608696,34,77,29,9,14,9,11,12,-16,-15,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_12-44-08,09-27-2022_12-47-40,WEAKENING - PRIORITY - RUNAWAY,2,experiments/config/bound_run/randomized_config/config_12.ini,,-10,34,8.301507538,1652,-33,19,1.035175879,206,9.336683417,0.218666667,0.802166667,27.25950551,4.860081802,0,2.30288025,20.72592225,9.547306212,0,1.28166709,11.53500381,18,9,9,50,31,53,17,8,12,9,6,11,13,-4,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_12-54-42,09-27-2022_12-56-46,WEAKENING - PRIORITY - RUNAWAY,3,experiments/config/bound_run/randomized_config/config_13.ini,,-9,52,3.572864322,711,-21,19,1.748743719,348,5.32160804,0.286321429,0.857214286,33.40138322,7.018988672,0,2.905253992,72.6313498,15.31346059,0,4.361766698,109.0441675,28,25,3,89.28571429,54,47,36,2,9,9,3,7,9,-12,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_12-59-09,09-27-2022_13-01-11,WEAKENING - PRIORITY - RUNAWAY,4,experiments/config/bound_run/randomized_config/config_14.ini,,-8,72,5.457286432,1086,-19,16,3.879396985,772,9.336683417,0.30552381,0.873047619,34.99509109,3.829890494,0,1.869040939,39.24985972,9.016886026,0,1.949664213,40.94294846,21,21,0,100,60,28,29,1,8,9,3,4,10,-14,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_13-05-16,09-27-2022_13-07-17,WEAKENING - PRIORITY - RUNAWAY,5,experiments/config/bound_run/randomized_config/config_15.ini,,-9,71,6.703517588,1334,-22,19,5.40201005,1075,12.10552764,0.3291875,0.89475,36.79100307,5.270097815,0,2.410842131,38.5734741,12.33050284,0,2.708222801,43.33156482,16,16,0,100,59,27,27,1,8,9,2,4,4,-15,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_13-10-40,09-27-2022_13-12-40,WEAKENING - PRIORITY - RUNAWAY,6,experiments/config/bound_run/randomized_config/config_16.ini,,-5,77,13.48743719,2684,-5,12,2.683417085,534,16.17085427,0.293909091,0.862454545,34.07821229,3.698575666,0.434314348,1.624085751,17.86494326,2.67699179,0,0.994618681,10.94080549,11,11,0,100,70,10,13,1,4,9,1,2,5,-10,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_13-22-44,09-27-2022_13-24-50,WEAKENING - PRIORITY - RUNAWAY,7,experiments/config/bound_run/randomized_config/config_17.ini,,-9,32,3.286432161,654,-28,15,-3.110552764,-619,0.175879397,0.275351351,0.847243243,32.499681,5.879761861,0,2.737811872,79.39654429,15.89921127,0,5.706192404,165.4795797,37,29,8,78.37837838,48,67,31,2,10,9,4,9,11,19,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_01-13-51,09-26-2022_01-15-50,WEAKENING - PRIORITY - RUNAWAY,8,experiments/config/bound_run/randomized_config/config_18.ini,,-10,37,6.618090452,1317,-38,15,0.165829146,33,6.783919598,0.233076923,0.815153846,28.59299802,5.979919779,0,2.80029702,19.60207914,11.34657996,0,1.730685908,12.11480135,13,7,6,53.84615385,35,70,25,7,12,9,8,11,-5,-15,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_13-28-20,09-27-2022_13-30-24,WEAKENING - PRIORITY - RUNAWAY,9,experiments/config/bound_run/randomized_config/config_19.ini,,-8,54,5.010050251,997,-12,19,5.623115578,1119,10.63316583,0.3557,0.9324,38.14886315,7.418946812,0.947358496,2.788105881,52.97401175,9.564562065,0,3.423506718,65.04662765,20,19,1,95,81,16,24,1,6,9,2,4,0,11,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_13-32-54,09-27-2022_13-34-52,WEAKENING - PRIORITY - RUNAWAY,0,experiments/config/bound_run/randomized_config/config_20.ini,,-10,38,7.201005025,1433,-11,15,3.231155779,643,10.4321608,0.212,0.7951,26.66331279,3.948677713,0,1.355355218,6.776776092,2.769333764,0,0.94802858,4.7401429,10,5,5,50,40,56,32,8,12,9,7,10,18,-12,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_13-37-40,09-27-2022_13-39-36,WEAKENING - PRIORITY - RUNAWAY,1,experiments/config/bound_run/randomized_config/config_21.ini,,-9,76,4.48241206,892,-4,18,12.28643216,2445,16.76884422,0.268666667,0.834666667,32.1884984,6.52088439,1.014748099,3.098351748,9.295055245,2.336874362,0,0.778958121,2.336874362,3,3,0,100,131,8,45,0,5,9,1,3,-5,-15,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-27-2022_13-42-39,09-27-2022_13-44-40,WEAKENING - PRIORITY - RUNAWAY,2,experiments/config/bound_run/randomized_config/config_22.ini,,-9,36,10.56281407,2102,-37,17,-1.874371859,-373,8.688442211,0.238952381,0.817714286,29.22198928,5.912805115,0,1.83491383,27.52370746,11.97048187,0,2.744970067,41.174551,21,15,6,71.42857143,22,81,33,6,14,9,10,11,-2,3,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_01-57-25,09-26-2022_01-59-31,WEAKENING - PRIORITY - RUNAWAY,4,experiments/config/bound_run/randomized_config/config_24.ini,,-9,50,3.130653266,623,-22,16,-1.48241206,-295,1.648241206,0.2507,0.82495,30.38972059,6.054908373,0,2.389048724,59.72621809,14.60095225,0,3.633314968,90.83287421,40,25,15,62.5,55,60,16,2,10,9,5,8,7,-20,WEAKENING - PRIORITY - RUNAWAY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_02-56-34,09-26-2022_02-58-38,WEAKENING - PRIORITY - BOUNDARY,2,experiments/config/bound_run/randomized_config/config_32.ini,,-9,58,5.331658291,1061,-17,16,0.708542714,141,6.040201005,0.267586207,0.842827586,31.74862941,6.088943429,0,2.787063534,64.10246128,11.74607611,0,2.18495911,50.25405954,29,23,6,79.31034483,29,60,24,4,10,9,6,9,-7,-14,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_04-11-15,09-26-2022_04-13-22,WEAKENING - PRIORITY - BOUNDARY,2,experiments/config/bound_run/randomized_config/config_42.ini,,-9,32,2.75879397,549,-26,17,-0.663316583,-132,2.095477387,0.282,0.856051282,32.94195172,5.57076335,0,3.056324251,88.63340329,15.6104996,0,4.037718605,117.0938396,39,29,10,74.35897436,42,60,24,4,10,9,4,9,11,19,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_04-23-51,09-26-2022_04-25-56,WEAKENING - PRIORITY - BOUNDARY,4,experiments/config/bound_run/randomized_config/config_44.ini,,-8,56,5.814070352,1157,-19,17,3.793969849,755,9.608040201,0.351714286,0.928428571,37.88275119,7.303255641,0,3.19416594,63.88331879,15.068856,0,3.686145597,73.72291193,21,20,1,95.23809524,64,31,21,2,6,9,2,4,0,11,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_04-51-59,09-26-2022_04-53-58,WEAKENING - PRIORITY - BOUNDARY,8,experiments/config/bound_run/randomized_config/config_48.ini,,-8,70,12.85929648,2559,-11,19,5.331658291,1061,18.19095477,0.365428571,0.941428571,38.81638847,3.211565414,0,0.978828986,6.8518029,4.788411696,0,1.288696242,9.020873696,7,7,0,100,43,26,20,1,11,9,2,3,-15,-2,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
09-26-2022_05-04-31,09-26-2022_05-06-31,WEAKENING - PRIORITY - BOUNDARY,0,experiments/config/bound_run/randomized_config/config_50.ini,,-9,41,7.226130653,1438,-15,17,1.743718593,347,8.969849246,0.290272727,0.86,33.75264271,4.257830427,0,1.774734678,17.74734678,5.570656333,0,0.910090939,9.100909391,11,10,1,90.90909091,39,69,29,4,13,9,8,10,6,-18,WEAKENING - PRIORITY - BOUNDARY,200,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/bound_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/run_original.stl,src/main/java/edu/cmu/px4/mavsdk/case_study/boundary_runaway/main/model/runbound.stl,2,2
